V1	V2	V3	V4	V5	V6
1	0.00193372204743988	0.174575431473946	0.00108449900326782	0.432023288918394	0.00770613816725174	0.0117477256801342
2	0.00123910623519712	0.156565659765118	0.000808116428032852	0.401306167366449	0.0103303307624657	0.0101184544219878
3	0.00096032686697534	0.159292865868981	0.000594485867594305	0.407709876521646	0.00942235511909361	0.0100806590882972
4	0.00437508469263831	0.184098134068484	0.00368856417430401	0.485429344135676	0.00924447634390633	0.0144034997966721
5	0.00280585124748656	0.152052437517762	0.00283174934491417	0.377055507922105	0.0147331445584871	0.0101044328808001
6	0.00368491410804175	0.178219371770155	0.0037245826171077	0.444953447074521	0.00733667447525916	0.010786095438461
7	0.00157120605229925	0.177004774232385	0.000884525459355475	0.463975358924102	0.00760333290811334	0.010541152317218
8	0.00462127784936096	0.170004892648331	0.00454478074428006	0.417788539983853	0.00876996514924224	0.0117840439747612
9	0.00175382552228532	0.177893771150284	0.00112317781483308	0.465545598157773	0.00780682322950571	0.012169669978195
10	0.0050730416180655	0.167074946945993	0.00358941275649848	0.376502757590003	0.0127108653456877	0.00860359835209477
11	0.00250485194333021	0.151925611191185	0.00205412099321725	0.380248480746761	0.0135820216268512	0.0098883707134926
12	0.00255096978142656	0.157233228732389	0.0025174300430218	0.396748326544261	0.0102073559943492	0.0109345306544527
13	0.00257457211500339	0.179128140288167	0.00376055324161579	0.471151899181029	0.0079805845669549	0.0129557076439869
14	0.00549352702815933	0.185631008121719	0.00524808931355067	0.48903220765758	0.00953725766726873	0.0151818717900244
15	0.000628126986788204	0.17890389885493	0.000490794464055448	0.454137522080651	0.00760332013157489	0.010948220995703
16	0.00153820764804277	0.184082884665156	0.0011638893707632	0.468961637049872	0.00852247845622398	0.0121809289787458
17	0.00280658930166317	0.188160008467526	0.00181624831258773	0.466765086112492	0.00809809057797178	0.00945235863842355
18	0.000240696470965749	0.1682444438883	0.000286128903735128	0.42620039795483	0.00778166946693261	0.00971203251856666
19	0.00228825877559211	0.171648983730547	0.00179310054324402	0.436998417764612	0.00747061325821449	0.0121705242854231
20	0.00199306727226347	0.165297868816464	0.00145714032856864	0.425042263038992	0.00779291129490457	0.011540776578503
21	0.00161659174402208	0.183546757550023	0.0013076522892259	0.455024431970113	0.00777757477661116	0.0103634811256284
22	0.00113401521520777	0.183244380297477	0.00125037805521981	0.460210665924154	0.00804701938176142	0.0117656326098599
23	0.00113310166204863	0.16807710898241	0.000451927208875559	0.439633564284124	0.00735017817462516	0.0107300604800367
24	0.00412915104090108	0.191845759120474	0.00265096765324582	0.4726959759194	0.00984913852290555	0.0134533365100998
25	0.00403001822047847	0.150819064070347	0.00268472423037361	0.403038683893741	0.0102578996360895	0.0104663066768189
26	0.00411386685222701	0.164530452080801	0.00246842562320977	0.379909442572723	0.0135413576429313	0.00868796923746014
27	0.00534205311658536	0.183573624133889	0.00551764128687699	0.450461379917708	0.00737203282086837	0.010881640236106
28	0.00053478650047722	0.173519362237706	0.000413370777151726	0.436285915171468	0.00750758076055952	0.00989617181224478
29	0.000730311322269319	0.182162224236494	0.000569172092852093	0.461029068143251	0.00769616216366445	0.00976923633594835
30	0.00378786861053634	0.157033337564159	0.00379286295865303	0.388254297528106	0.0134393241644269	0.012007024274934
31	0.0068965562587926	0.179529027551219	0.00512434780285844	0.481174125116229	0.0086343620147162	0.0118768736479014
32	0.000450759744134952	0.18160952476641	0.000357470668321501	0.46476349046137	0.00784498637249517	0.0100142322677169
33	0.00534918024828827	0.153547642880813	0.00507175556603813	0.384490049775088	0.0143746066582276	0.0132019674959429
34	0.0034585512895873	0.168426330639046	0.00255549099692678	0.439601739895526	0.00740016089139144	0.010702114479373
35	0.000454521068043989	0.181997814477	0.000339098189663212	0.465881877447154	0.00802657877648005	0.0109268415074683
36	0.0027673522414499	0.169238367278745	0.00179480288281131	0.445085033792298	0.00727609928551253	0.012189945503374
37	0.000868387494168682	0.177165808143739	0.000980511949920526	0.450940416454728	0.00734518859578698	0.00997258782481355
38	0.00100793531565068	0.16533942076841	0.000504746622281856	0.417491723046409	0.00845057210918918	0.0104492180030555
39	0.00467124037509173	0.153265186687142	0.00463437104759803	0.373987770220959	0.0163105778769946	0.0125009496165508
40	0.0054824834750109	0.155696495930603	0.00360252775706215	0.353556737113389	0.0209915468632296	0.00863349674722902
41	0.00152874146604012	0.170840559981287	0.00182570893178522	0.418019356044787	0.00836536480568223	0.0103812600642419
42	0.00184208406642082	0.159248911292804	0.00139155104539215	0.390939218154478	0.0122787415435437	0.00925509711704033
43	0.00316496569470623	0.147335566636243	0.00303305532004656	0.388252072910605	0.0132802020724082	0.0106272200403667
44	0.0016460107585466	0.160308325781043	0.00148039699890656	0.399436518346562	0.0109296854602035	0.0102556303293893
45	0.00304624904675073	0.144598786373728	0.00256028742107283	0.357272609539678	0.0197738317897785	0.00947907586342008
46	0.00360436304470045	0.181108486637185	0.00197926524327881	0.427206435537076	0.00801017060000194	0.0093783164940258
47	0.00385412731775468	0.198942574939558	0.00439258433840218	0.497726640838904	0.0116017881887275	0.0113882314522648
48	0.00122454437016179	0.192476386085946	0.00105669333066706	0.50124892851054	0.0111728821638656	0.011532543338045
49	0.00286219514912996	0.168835971197484	0.00323387826102172	0.404311037355778	0.00892573776385255	0.0111431979823136
50	0.00150275182423686	0.169905058666528	0.00204048678501471	0.413938753309986	0.00869396754830972	0.00934631430221943
51	0.00590670358908598	0.16004642282942	0.00469882476895963	0.382174963754494	0.0115300099385071	0.0117168602200473
52	0.00109652646030291	0.159933278347239	0.000850251944221087	0.415408188128175	0.00882315619641349	0.0104063228740443
53	0.00117380031149317	0.182601686280174	0.00118446446363529	0.462854440574028	0.00773170406448456	0.00996313529757777
54	0.00682966674053026	0.139175879564336	0.00557891509890794	0.34584604767505	0.0223407589830162	0.00959938789037558
55	0.000442533063099287	0.173539109748797	6.25655374544221e-05	0.439591474894263	0.00751494693250896	0.0101777829737918
56	0.00197328916560525	0.157392698073311	0.00128308722248739	0.381161980180646	0.0135201686108786	0.00907261793264358
57	0.00123085099794374	0.165741994544287	0.000660304030839338	0.413733106251662	0.00871814062404598	0.0104016142327657
58	0.00172886590539591	0.177919233030896	0.00218972048801478	0.470461869223842	0.00776329902427428	0.0113025752839766
59	0.00298020250236334	0.177288779201052	0.0032593517406669	0.418728322046414	0.00805012589975022	0.00891166919034684
60	0.00113739902779952	0.186531522084317	0.00111598382353606	0.48281792648026	0.00929645778448652	0.0122000898276332
61	0.00515398867017964	0.170792338821206	0.00539931948458489	0.399338933335359	0.0107755400337378	0.00858954224643527
62	0.000240691872524242	0.172574595481161	9.39243167242722e-05	0.444531671512984	0.00733140078447275	0.0102638441351699
63	0.0012690186994494	0.168406647736845	0.00128010616020124	0.421112153275261	0.00842799119197446	0.0100662844244467
64	0.00272590774042283	0.173997643023702	0.00250567660743179	0.425213582293255	0.0080975665808894	0.00975026467236806
65	0.00403880960340083	0.17064992279355	0.00393933709399525	0.40864979948514	0.0095766873775453	0.0096483543642687
66	0.00378711406632366	0.202832172355083	0.00358423220731877	0.533590090117745	0.0157545036902806	0.0103599749142094
67	0.00158535678662828	0.166243928995667	0.000602953811192903	0.412360771333401	0.00881758748450184	0.0104121213443832
68	0.00156167672237451	0.189303354756176	0.00128325992484531	0.484499383771837	0.00975315624222036	0.0121733775582669
69	0.000607232196727042	0.178009492617617	0.000291524690084442	0.453364974259002	0.00748417797177771	0.0109340255070424
70	0.00109512870623916	0.168232375202743	0.000821544873061303	0.428301276980721	0.00780720230146861	0.00978439031435937
71	0.000443468888297798	0.168726747964866	0.000265711828897164	0.423293190030086	0.00812747563084506	0.00954011192388235
72	0.00139187456021065	0.172438361876484	0.000934135479600808	0.452200479532324	0.00731200701828813	0.0111354649452036
73	0.00273704756394345	0.155811737116159	0.00393730334492566	0.411619930571814	0.00989623361108309	0.0113091903288854
74	0.00134481984721707	0.155535027070875	0.00106870809866167	0.400112102352786	0.0103647736121414	0.0101102005255861
75	0.00811390162714381	0.167326667171808	0.00769043314958745	0.442218737908443	0.00729730354547952	0.0152080615087187
76	0.00110903332182646	0.17230179271121	0.000850792763762451	0.443441554897423	0.00730607646492567	0.010011805275632
77	0.0130661779029252	0.166775710528714	0.0136849768156679	0.358759368256211	0.0207790595179582	0.0150056395523992
78	0.00314741640748759	0.16350262932531	0.000850767695436258	0.385223476844243	0.0126514331004338	0.00907480449174272
79	0.00149383555097956	0.181772239150367	0.000670624496003682	0.475390847638754	0.00829441773031403	0.0103612601452732
80	0.00355500559683235	0.152544592459512	0.00287152886484134	0.392337925249563	0.0112123296833167	0.0109586707720487
81	0.00440154372963869	0.185160648102641	0.0036514128312997	0.43876239451941	0.00778660881680408	0.00881514889304549
82	0.0104072813769754	0.160871234236894	0.00825465646045294	0.346571934500912	0.0250343935642739	0.0112591975550599
83	0.00373272500155088	0.149200327238337	0.00253965223483998	0.35401823846844	0.0220454701227617	0.00993693074174578
84	0.000339010075826046	0.1689186530339	8.99758456900203e-05	0.430384586105626	0.00772650110909582	0.0102571481212886
85	0.00116680085758611	0.183970552758007	0.00212446408779883	0.460864209397205	0.00807989988501222	0.0118207656665531
86	0.00381386759321291	0.162441276453249	0.00281407677548328	0.379560517732681	0.0125900036901763	0.00936057009350338
87	0.000730308018741245	0.172416858450718	0.000711656815616905	0.448922799000464	0.00727451565991534	0.0103634540183176
88	0.00709032906209897	0.154620550582799	0.0048190072792109	0.339972280317764	0.0246837359521257	0.0082835826119757
89	0.00384724501956894	0.165204373101447	0.0035273686591617	0.432055714181502	0.00755540271960235	0.0128490327790538
90	0.00537337691950631	0.180422209817053	0.00622970214973131	0.426698589841429	0.0078811450790822	0.00881556277905785
91	0.00616138659143729	0.17450646877943	0.00459030132164551	0.466879296741974	0.00778183888273543	0.0135945358926856
92	0.00212469538228584	0.177635463736102	0.00216209596395769	0.444088971832311	0.00758142011313604	0.0122369278773972
93	0.0013941561301483	0.175795386209111	0.00154339183794241	0.42934668960626	0.0076680372508286	0.00985296896589381
94	0.00597516637073255	0.204165884115329	0.00487017103979628	0.51161007388232	0.013117193276684	0.00983904852218147
95	0.00236073998634935	0.148761249305494	0.00168879907099221	0.366780356618798	0.017120291525067	0.00943898345929165
96	0.00082319605010515	0.168435113969766	0.00110947038713956	0.429786076216397	0.00789813478805426	0.010358574364732
97	0.000989237511049484	0.168780232107132	0.000165230159573187	0.419395540429597	0.00869489460684029	0.00944862529282685
98	0.00591849555624062	0.183901345924023	0.0047808788887291	0.487653527722704	0.00898433053090258	0.0113063644619426
99	0.00198645096332351	0.148835860811178	0.00158903081922675	0.381142205090155	0.0142286972728531	0.01026583105823
100	0.00224345814352094	0.168870028521625	0.00210497394022436	0.418118739006102	0.00872723098307251	0.00986829081027945
